order_item_id,order_id,product_id,quantity,unit_price,discount
78,34,65,1,70.93,0.0
79,35,11,1,427.22,0.05
80,36,42,2,415.72,0.05
81,37,14,3,1221.37,0.0
82,37,58,3,432.03,0.0
83,38,49,1,436.75,0.0
84,38,64,3,257.94,0.0
85,39,70,2,154.12,0.1
86,40,35,2,1435.25,0.1
87,40,45,3,212.68,0.1
88,40,41,3,157.13,0.0
89,40,25,1,1883.96,0.15
90,40,53,1,930.36,0.0
91,41,37,1,858.94,0.05
92,41,57,2,951.01,0.1
93,42,41,2,157.13,0.0
94,42,35,1,1435.25,0.05
95,42,51,3,275.03,0.05
96,42,59,3,698.91,0.15
97,43,8,2,1443.84,0.1
98,44,2,2,501.92,0.05
99,44,45,3,212.68,0.0
100,44,70,1,154.12,0.0
101,45,28,1,862.43,0.05
102,45,30,1,1285.27,0.0
103,45,47,3,265.05,0.0
104,45,67,1,149.05,0.0
105,46,15,1,269.11,0.05
106,46,69,2,159.6,0.05
107,47,48,3,778.9,0.05
108,47,38,3,388.12,0.0
109,47,26,3,1693.23,0.05
110,47,56,1,529.61,0.0
111,48,51,2,275.03,0.2
112,48,5,1,386.74,0.0
113,48,39,1,215.23,0.1
114,48,68,1,243.23,0.1
115,49,10,2,767.94,0.1
116,49,12,2,1306.73,0.05
117,49,52,3,838.96,0.0
118,50,5,2,386.74,0.05
119,50,58,1,432.03,0.1
120,50,60,3,32.21,0.0
121,51,40,3,452.35,0.15
122,51,17,1,791.03,0.15
123,51,18,3,1824.52,0.0
124,52,40,1,452.35,0.0
125,52,20,1,975.19,0.1
126,52,67,2,149.05,0.05
127,52,68,2,243.23,0.1
128,53,23,3,927.42,0.0
129,54,17,3,791.03,0.05
130,54,18,2,1824.52,0.05
131,55,14,3,1221.37,0.0
132,55,25,1,1883.96,0.05
133,56,60,3,32.21,0.0
134,56,36,2,737.92,0.0
135,56,45,1,212.68,0.05
136,57,42,3,415.72,0.0
137,57,16,2,2083.72,0.05
138,58,45,3,212.68,0.1
139,58,61,2,15.25,0.1
140,58,29,2,828.29,0.0
141,58,24,1,772.31,0.15
142,58,4,2,888.26,0.1
143,59,54,2,563.51,0.0
144,59,57,2,951.01,0.1
145,59,22,3,1168.73,0.0
146,60,25,2,1883.96,0.2
147,61,25,2,1883.96,0.15
148,61,45,3,212.68,0.0
149,61,37,3,858.94,0.1
150,62,38,1,388.12,0.0
151,62,48,2,778.9,0.05
152,63,68,1,243.23,0.0
153,63,60,3,32.21,0.0
154,64,17,1,791.03,0.0
155,64,32,3,437.67,0.0
156,65,31,1,861.0,0.05
157,65,57,1,951.01,0.05
158,65,63,3,238.99,0.1
159,66,64,1,257.94,0.0
160,66,57,1,951.01,0.05
161,67,40,2,452.35,0.0
162,68,48,1,778.9,0.0
163,69,42,3,415.72,0.05
164,70,3,2,1424.23,0.05
165,70,47,2,265.05,0.0
166,70,31,1,861.0,0.0
167,71,30,2,1285.27,0.1
168,72,14,2,1221.37,0.05
169,72,36,3,737.92,0.0
170,72,60,3,32.21,0.05
171,73,27,1,2117.33,0.15
172,73,64,2,257.94,0.0
173,73,60,2,32.21,0.0
174,73,58,1,432.03,0.0
175,74,11,2,427.22,0.1
176,75,39,1,215.23,0.0
177,75,67,2,149.05,0.2
178,76,62,3,57.48,0.0
179,76,42,3,415.72,0.0
180,76,20,1,975.19,0.05
181,77,21,3,2183.44,0.05
182,77,54,3,563.51,0.1
183,77,57,3,951.01,0.05
184,77,16,1,2083.72,0.0
185,78,8,2,1443.84,0.05
186,78,16,1,2083.72,0.05
187,79,40,2,452.35,0.0
188,79,15,3,269.11,0.1
189,80,52,1,838.96,0.0
190,80,25,2,1883.96,0.0
191,80,29,2,828.29,0.2
192,81,24,2,772.31,0.05
193,81,25,1,1883.96,0.0
194,81,22,1,1168.73,0.1
195,82,8,2,1443.84,0.05
196,83,10,2,767.94,0.0
197,83,70,2,154.12,0.0
198,84,57,3,951.01,0.0
199,84,67,2,149.05,0.0
200,84,69,3,159.6,0.0
201,85,22,1,1168.73,0.1
202,85,35,2,1435.25,0.0
203,85,65,3,70.93,0.1
204,86,36,3,737.92,0.1
205,86,35,1,1435.25,0.2
206,87,28,3,862.43,0.1
207,87,17,3,791.03,0.15
208,88,48,3,778.9,0.05
209,88,12,2,1306.73,0.15
210,89,51,1,275.03,0.15
211,89,12,2,1306.73,0.0
212,90,4,3,888.26,0.1
213,90,23,1,927.42,0.0
214,90,11,3,427.22,0.05
215,91,10,2,767.94,0.15
216,91,42,3,415.72,0.15
217,91,27,2,2117.33,0.0
218,92,36,1,737.92,0.1
219,92,35,2,1435.25,0.05
220,93,23,2,927.42,0.0
221,93,29,2,828.29,0.0
222,93,24,3,772.31,0.1
223,94,58,1,432.03,0.0
224,95,29,3,828.29,0.0
225,96,65,2,70.93,0.1
226,96,19,1,777.06,0.15
227,96,38,1,388.12,0.0
228,97,11,2,427.22,0.1
229,98,34,1,547.42,0.1
230,98,63,2,238.99,0.0
231,98,64,1,257.94,0.05
232,98,26,2,1693.23,0.05
233,99,60,1,32.21,0.0
234,100,55,2,902.48,0.0
235,100,66,2,57.22,0.0
236,101,51,3,275.03,0.1
237,101,25,1,1883.96,0.15
238,102,31,2,861.0,0.05
239,102,11,2,427.22,0.0
240,102,35,2,1435.25,0.0
241,102,42,2,415.72,0.0
242,102,66,1,57.22,0.05
243,103,41,2,157.13,0.0
244,104,60,1,32.21,0.0
245,105,19,2,777.06,0.0
246,105,56,3,529.61,0.0
247,105,30,2,1285.27,0.0
248,105,32,2,437.67,0.0
249,106,18,3,1824.52,0.05
250,106,62,3,57.48,0.15
251,107,62,1,57.48,0.15
252,107,59,2,698.91,0.0
253,108,64,3,257.94,0.05
254,108,8,2,1443.84,0.1
255,109,23,2,927.42,0.1
256,109,43,2,488.15,0.0
257,109,36,1,737.92,0.1
258,109,10,2,767.94,0.15
259,109,9,3,1413.9,0.05
260,110,39,3,215.23,0.0
261,110,9,2,1413.9,0.05
262,111,6,2,1049.63,0.0
263,111,4,3,888.26,0.15
264,111,10,3,767.94,0.1
265,111,21,3,2183.44,0.15
266,111,40,2,452.35,0.0
267,112,16,2,2083.72,0.0
268,112,35,3,1435.25,0.15
269,112,54,3,563.51,0.1
270,113,10,2,767.94,0.0
271,113,8,2,1443.84,0.15
272,114,59,3,698.91,0.05
273,114,17,2,791.03,0.0
274,114,31,2,861.0,0.1
275,115,25,1,1883.96,0.0
276,116,52,3,838.96,0.0
277,117,37,2,858.94,0.1
278,117,33,1,889.22,0.05
279,118,1,3,1223.71,0.05
280,119,31,2,861.0,0.0
281,120,34,2,547.42,0.1
282,120,26,3,1693.23,0.0
283,120,60,3,32.21,0.1
284,121,62,2,57.48,0.0
285,122,39,2,215.23,0.15
286,123,3,2,1424.23,0.05
287,124,15,2,269.11,0.0
288,125,33,1,889.22,0.0
289,126,3,3,1424.23,0.0
290,126,45,2,212.68,0.1
291,127,38,1,388.12,0.05
292,128,51,3,275.03,0.05
293,128,43,2,488.15,0.1
294,129,22,2,1168.73,0.0
295,129,5,1,386.74,0.05
296,130,8,2,1443.84,0.1
297,130,43,2,488.15,0.0
298,130,2,3,501.92,0.05
299,131,70,2,154.12,0.05
300,132,38,1,388.12,0.1
301,132,1,3,1223.71,0.15
302,133,4,2,888.26,0.05
303,133,14,2,1221.37,0.0
304,133,16,2,2083.72,0.05
305,133,15,1,269.11,0.0
306,134,37,1,858.94,0.05
307,134,1,1,1223.71,0.05
308,134,32,2,437.67,0.1
309,134,22,3,1168.73,0.0
310,135,9,2,1413.9,0.05
311,136,68,2,243.23,0.15
312,137,44,3,187.21,0.05
313,137,61,2,15.25,0.15
314,138,16,3,2083.72,0.1
315,139,48,3,778.9,0.0
316,139,18,2,1824.52,0.0
317,139,40,1,452.35,0.0
318,139,17,1,791.03,0.0
319,140,59,2,698.91,0.15
320,140,8,1,1443.84,0.05
321,140,44,3,187.21,0.2
322,140,66,1,57.22,0.1
323,140,1,3,1223.71,0.1
324,141,38,3,388.12,0.1
325,142,35,3,1435.25,0.0
326,142,7,1,1377.26,0.2
327,142,69,3,159.6,0.0
328,143,28,2,862.43,0.0
329,143,66,2,57.22,0.0
330,144,55,3,902.48,0.1
331,144,23,1,927.42,0.1
332,145,8,1,1443.84,0.1
333,146,4,2,888.26,0.0
334,147,23,1,927.42,0.0
335,147,22,2,1168.73,0.0
336,147,12,1,1306.73,0.0
337,148,10,3,767.94,0.05
338,149,29,3,828.29,0.1
339,149,28,2,862.43,0.0
340,150,10,1,767.94,0.0
341,151,12,1,1306.73,0.15
342,151,66,1,57.22,0.1
343,152,30,3,1285.27,0.0
344,152,25,3,1883.96,0.05
345,152,6,3,1049.63,0.0
346,153,32,2,437.67,0.0
347,153,3,2,1424.23,0.0
348,153,50,2,118.49,0.05
349,154,51,2,275.03,0.1
350,154,55,3,902.48,0.0
351,155,31,2,861.0,0.2
352,156,18,3,1824.52,0.0
353,156,47,2,265.05,0.0
354,157,3,3,1424.23,0.0
355,157,27,1,2117.33,0.1
356,157,18,3,1824.52,0.1
357,158,50,1,118.49,0.1
358,158,39,1,215.23,0.05
359,158,53,2,930.36,0.05
360,158,41,2,157.13,0.0
361,159,6,3,1049.63,0.2
362,159,28,2,862.43,0.1
363,159,9,2,1413.9,0.0
364,160,69,3,159.6,0.0
365,160,52,1,838.96,0.0
366,160,9,2,1413.9,0.1
367,161,25,3,1883.96,0.0
368,161,5,1,386.74,0.0
369,162,13,1,722.89,0.2
370,163,51,2,275.03,0.15
371,163,33,1,889.22,0.0
372,163,13,1,722.89,0.0
373,164,36,3,737.92,0.05
374,164,40,3,452.35,0.1
375,164,8,3,1443.84,0.0
376,164,1,2,1223.71,0.1
377,164,17,1,791.03,0.2
378,165,62,1,57.48,0.1
379,165,26,3,1693.23,0.1
380,166,7,3,1377.26,0.05
381,166,46,2,246.91,0.1
382,166,24,1,772.31,0.0
383,167,9,1,1413.9,0.2
384,168,17,3,791.03,0.0
385,169,38,3,388.12,0.05
386,169,49,2,436.75,0.2
387,169,9,3,1413.9,0.05
388,170,61,3,15.25,0.2
389,170,46,3,246.91,0.1
390,171,58,2,432.03,0.15
391,171,38,3,388.12,0.0
392,171,22,1,1168.73,0.15
393,172,25,3,1883.96,0.0
394,172,3,1,1424.23,0.0
395,172,64,2,257.94,0.0
396,173,65,1,70.93,0.0
397,173,17,2,791.03,0.0
398,173,44,1,187.21,0.0
399,174,50,1,118.49,0.0
400,174,12,2,1306.73,0.0
401,174,54,2,563.51,0.15
402,175,50,1,118.49,0.05
403,175,38,3,388.12,0.0
404,176,30,1,1285.27,0.0
405,176,32,1,437.67,0.1
406,177,66,2,57.22,0.1
407,177,1,3,1223.71,0.0
408,178,14,1,1221.37,0.1
409,179,23,1,927.42,0.0
410,180,39,3,215.23,0.0
411,180,65,3,70.93,0.15
412,181,68,3,243.23,0.05
413,181,1,3,1223.71,0.0
414,181,18,2,1824.52,0.0
415,182,7,1,1377.26,0.0
416,182,68,1,243.23,0.1
417,182,51,3,275.03,0.0
418,183,68,1,243.23,0.1
419,184,51,3,275.03,0.15
420,184,40,1,452.35,0.1
421,185,4,3,888.26,0.15
422,185,59,1,698.91,0.0
423,185,37,1,858.94,0.0
424,186,24,3,772.31,0.0
425,187,25,3,1883.96,0.1
426,187,19,1,777.06,0.1
427,187,1,3,1223.71,0.05
428,187,53,2,930.36,0.1
429,188,54,1,563.51,0.05
430,188,7,3,1377.26,0.0
431,189,9,1,1413.9,0.0
432,189,44,2,187.21,0.0
433,189,65,2,70.93,0.15
434,190,46,3,246.91,0.15
435,190,37,2,858.94,0.0
436,191,8,2,1443.84,0.05
437,191,57,1,951.01,0.1
438,191,16,1,2083.72,0.2
439,192,37,2,858.94,0.05
440,192,41,3,157.13,0.0
441,193,50,3,118.49,0.1
442,194,68,3,243.23,0.1
443,194,8,3,1443.84,0.0
444,194,5,1,386.74,0.0
445,195,7,3,1377.26,0.0
446,195,53,1,930.36,0.1
447,195,69,1,159.6,0.05
448,196,66,1,57.22,0.0
449,196,33,2,889.22,0.0
450,196,60,2,32.21,0.15
451,197,70,2,154.12,0.0
452,197,53,3,930.36,0.0
453,198,20,3,975.19,0.0
454,199,22,3,1168.73,0.0
455,200,48,2,778.9,0.0
456,201,19,3,777.06,0.0
457,202,25,2,1883.96,0.0
458,203,61,3,15.25,0.1
459,203,20,2,975.19,0.05
460,204,13,1,722.89,0.1
461,204,26,3,1693.23,0.1
462,205,64,1,257.94,0.0
463,205,31,2,861.0,0.0
464,205,57,3,951.01,0.05
465,206,4,2,888.26,0.0
466,207,23,3,927.42,0.1
467,207,68,3,243.23,0.05
468,208,47,3,265.05,0.0
469,208,1,3,1223.71,0.15
470,208,30,1,1285.27,0.0
471,209,15,3,269.11,0.0
472,209,10,2,767.94,0.15
473,210,44,1,187.21,0.15
474,210,62,3,57.48,0.15
475,211,45,2,212.68,0.0
476,211,22,3,1168.73,0.1
477,212,33,1,889.22,0.0
478,212,23,3,927.42,0.0
479,212,61,3,15.25,0.0
480,213,17,3,791.03,0.0
481,214,23,1,927.42,0.0
482,214,30,2,1285.27,0.0
483,215,25,2,1883.96,0.05
484,215,61,1,15.25,0.2
485,215,44,2,187.21,0.15
486,216,60,1,32.21,0.05
487,216,7,1,1377.26,0.05
488,217,32,1,437.67,0.05
489,217,17,3,791.03,0.1
490,217,67,1,149.05,0.0
491,218,42,3,415.72,0.05
492,219,51,2,275.03,0.0
493,220,68,2,243.23,0.0
494,220,49,1,436.75,0.0
495,220,27,1,2117.33,0.05
496,221,2,2,501.92,0.0
497,221,15,3,269.11,0.1
498,222,14,3,1221.37,0.05
499,222,23,3,927.42,0.05
500,223,54,2,563.51,0.05
501,224,24,2,772.31,0.0
502,224,48,2,778.9,0.0
503,225,6,1,1049.63,0.1
504,225,70,2,154.12,0.1
505,226,40,3,452.35,0.0
506,226,14,2,1221.37,0.05
507,226,52,2,838.96,0.0
508,226,31,2,861.0,0.1
509,227,50,2,118.49,0.0
510,227,44,1,187.21,0.0
511,227,53,1,930.36,0.15
512,228,31,3,861.0,0.2
513,228,4,3,888.26,0.05
514,229,7,2,1377.26,0.05
515,229,65,3,70.93,0.05
516,229,68,3,243.23,0.0
517,230,27,2,2117.33,0.05
518,230,30,1,1285.27,0.0
519,230,54,2,563.51,0.0
520,231,39,1,215.23,0.0
521,231,37,1,858.94,0.1
522,232,63,1,238.99,0.05
523,232,52,1,838.96,0.1
524,233,11,3,427.22,0.05
525,233,63,2,238.99,0.0
526,234,10,3,767.94,0.15
527,235,8,2,1443.84,0.0
528,236,6,2,1049.63,0.15
529,237,68,2,243.23,0.0
530,238,21,2,2183.44,0.0
531,238,16,3,2083.72,0.05
532,239,51,1,275.03,0.0
533,240,49,3,436.75,0.0
534,240,30,2,1285.27,0.15
535,240,25,1,1883.96,0.15
536,241,70,2,154.12,0.0
537,241,35,3,1435.25,0.0
538,241,44,1,187.21,0.05
539,241,69,2,159.6,0.0
540,242,63,3,238.99,0.0
541,242,55,2,902.48,0.0
542,242,50,2,118.49,0.0
543,242,60,1,32.21,0.05
544,242,27,2,2117.33,0.05
545,243,62,1,57.48,0.15
546,244,35,3,1435.25,0.15
547,245,2,3,501.92,0.0
548,245,51,2,275.03,0.0
549,245,37,2,858.94,0.05
550,246,15,2,269.11,0.0
551,246,35,3,1435.25,0.1
552,246,33,2,889.22,0.1
553,246,26,1,1693.23,0.15
554,247,9,2,1413.9,0.0
555,247,7,3,1377.26,0.05
556,248,22,2,1168.73,0.0
557,248,32,3,437.67,0.1
558,249,43,3,488.15,0.05
559,249,44,3,187.21,0.05
560,250,36,3,737.92,0.1
561,251,30,2,1285.27,0.0
562,251,53,2,930.36,0.05
563,252,32,3,437.67,0.2
564,252,67,3,149.05,0.0
565,252,35,1,1435.25,0.05
566,253,2,2,501.92,0.0
567,253,21,1,2183.44,0.1
568,254,12,2,1306.73,0.0
569,254,44,2,187.21,0.05
570,255,15,2,269.11,0.1
571,255,25,2,1883.96,0.2
572,256,68,1,243.23,0.1
573,257,30,3,1285.27,0.05
574,257,1,2,1223.71,0.2
575,258,52,3,838.96,0.15
576,258,70,1,154.12,0.05
577,258,5,2,386.74,0.2
578,258,1,2,1223.71,0.0
579,259,64,3,257.94,0.15
580,259,14,2,1221.37,0.05
581,259,45,3,212.68,0.0
582,260,1,1,1223.71,0.15
583,261,41,3,157.13,0.0
584,261,27,3,2117.33,0.05
585,261,28,1,862.43,0.0
586,261,29,3,828.29,0.0
587,262,64,2,257.94,0.0
588,262,65,2,70.93,0.1
589,262,10,2,767.94,0.1
590,263,32,1,437.67,0.05
591,263,14,1,1221.37,0.15
592,263,24,1,772.31,0.1
593,264,64,3,257.94,0.05
594,264,68,3,243.23,0.0
595,265,28,1,862.43,0.1
596,265,25,2,1883.96,0.0
597,266,35,3,1435.25,0.0
598,266,69,1,159.6,0.0
599,267,30,2,1285.27,0.05
600,267,27,3,2117.33,0.0
601,267,10,1,767.94,0.1
602,268,48,1,778.9,0.05
603,268,45,3,212.68,0.1
604,268,3,3,1424.23,0.05
605,269,40,1,452.35,0.0
606,270,25,3,1883.96,0.1
607,270,45,1,212.68,0.0
608,270,70,1,154.12,0.0
609,270,43,3,488.15,0.1
610,271,44,2,187.21,0.05
611,271,37,1,858.94,0.1
612,272,21,2,2183.44,0.0
613,272,58,2,432.03,0.15
614,273,61,2,15.25,0.05
615,273,47,1,265.05,0.05
616,273,48,2,778.9,0.1
617,273,69,2,159.6,0.0
618,274,36,1,737.92,0.15
619,274,67,3,149.05,0.0
620,274,26,3,1693.23,0.1
621,275,69,3,159.6,0.0
622,275,39,3,215.23,0.15
623,275,11,1,427.22,0.0
624,276,13,2,722.89,0.0
625,276,10,2,767.94,0.2
626,277,55,3,902.48,0.0
627,277,5,1,386.74,0.05
628,278,15,1,269.11,0.1
629,279,4,2,888.26,0.15
630,279,41,3,157.13,0.0
631,279,28,3,862.43,0.05
632,279,1,1,1223.71,0.0
633,280,27,3,2117.33,0.15
634,281,8,2,1443.84,0.0
635,282,41,2,157.13,0.0
636,282,35,2,1435.25,0.0
637,282,53,3,930.36,0.2
638,283,4,2,888.26,0.0
639,283,6,3,1049.63,0.0
640,283,8,2,1443.84,0.0
641,283,66,3,57.22,0.2
642,283,52,1,838.96,0.0
643,284,60,1,32.21,0.05
644,285,25,2,1883.96,0.0
645,285,29,1,828.29,0.15
646,286,33,2,889.22,0.05
647,286,13,1,722.89,0.05
648,286,20,3,975.19,0.0
649,287,14,1,1221.37,0.0
650,288,36,2,737.92,0.2
651,289,29,3,828.29,0.15
652,289,35,1,1435.25,0.0
653,289,20,3,975.19,0.0
654,290,52,1,838.96,0.0
655,290,9,1,1413.9,0.0
656,290,54,1,563.51,0.2
657,291,15,2,269.11,0.0
658,291,18,1,1824.52,0.1
659,291,14,1,1221.37,0.0
660,291,7,1,1377.26,0.0
661,292,42,1,415.72,0.0
662,293,29,3,828.29,0.1
663,293,42,3,415.72,0.2
664,293,27,1,2117.33,0.05
665,293,13,2,722.89,0.15
666,294,47,2,265.05,0.15
667,294,46,2,246.91,0.15
668,295,48,1,778.9,0.1
669,296,8,3,1443.84,0.0
670,296,32,2,437.67,0.0
671,296,69,3,159.6,0.0
672,297,29,2,828.29,0.0
673,297,8,1,1443.84,0.0
674,297,47,2,265.05,0.1
675,298,12,1,1306.73,0.15
676,298,25,3,1883.96,0.0
677,299,53,2,930.36,0.2
678,299,69,2,159.6,0.1
679,300,33,1,889.22,0.2
680,300,27,2,2117.33,0.1
681,300,51,2,275.03,0.1
682,301,27,3,2117.33,0.2
683,302,34,1,547.42,0.05
684,302,31,3,861.0,0.1
685,302,26,3,1693.23,0.0
686,303,55,1,902.48,0.1
687,303,14,1,1221.37,0.2
688,304,6,1,1049.63,0.05
689,304,65,2,70.93,0.0
690,304,47,3,265.05,0.0
691,304,52,1,838.96,0.0
692,305,64,1,257.94,0.0
693,306,45,3,212.68,0.2
694,306,23,3,927.42,0.05
695,306,66,3,57.22,0.0
696,307,15,3,269.11,0.05
697,307,56,3,529.61,0.1
698,307,8,3,1443.84,0.1
699,308,49,1,436.75,0.0
700,308,17,2,791.03,0.0
701,309,47,3,265.05,0.1
702,309,7,2,1377.26,0.0
703,309,64,2,257.94,0.15
704,310,34,3,547.42,0.05
705,311,34,3,547.42,0.05
706,311,9,2,1413.9,0.05
707,312,25,1,1883.96,0.0
708,313,47,3,265.05,0.1
709,313,16,3,2083.72,0.1
710,314,14,1,1221.37,0.0
711,314,26,3,1693.23,0.1
712,315,17,2,791.03,0.1
713,316,30,2,1285.27,0.2
714,316,52,3,838.96,0.0
715,317,4,3,888.26,0.0
716,317,55,2,902.48,0.0
717,318,20,3,975.19,0.0
718,319,61,2,15.25,0.0
719,319,51,2,275.03,0.1
720,320,23,1,927.42,0.0
721,321,51,1,275.03,0.05
722,321,59,3,698.91,0.15
723,321,64,1,257.94,0.1
724,322,50,1,118.49,0.0
725,322,43,2,488.15,0.1
726,322,13,3,722.89,0.0
727,323,68,2,243.23,0.1
728,323,40,3,452.35,0.0
729,323,23,1,927.42,0.05
730,324,47,2,265.05,0.0
731,324,32,1,437.67,0.05
732,325,37,1,858.94,0.2
733,326,63,3,238.99,0.0
734,326,44,3,187.21,0.1
735,326,59,2,698.91,0.0
736,327,46,3,246.91,0.0
737,327,8,1,1443.84,0.05
738,328,35,3,1435.25,0.0
739,329,6,3,1049.63,0.1
740,330,29,3,828.29,0.0
741,330,36,1,737.92,0.0
742,331,52,3,838.96,0.1
743,331,48,3,778.9,0.0
744,332,36,2,737.92,0.0
745,332,43,3,488.15,0.0
746,333,61,2,15.25,0.05
747,333,54,2,563.51,0.05
748,334,22,1,1168.73,0.1
749,334,31,3,861.0,0.0
750,335,17,3,791.03,0.0
751,335,63,1,238.99,0.05
752,335,40,1,452.35,0.05
753,336,69,3,159.6,0.1
754,336,66,2,57.22,0.0
755,336,24,3,772.31,0.0
756,337,9,3,1413.9,0.05
757,337,39,1,215.23,0.0
758,338,49,3,436.75,0.05
759,338,47,1,265.05,0.05
760,339,45,3,212.68,0.0
761,339,2,2,501.92,0.1
762,339,55,2,902.48,0.05
763,340,8,2,1443.84,0.0
764,340,13,2,722.89,0.1
765,341,67,1,149.05,0.05
766,342,29,3,828.29,0.15
767,342,8,3,1443.84,0.05
768,343,14,3,1221.37,0.05
769,343,33,1,889.22,0.1
770,344,27,1,2117.33,0.0
771,344,21,1,2183.44,0.15
772,344,33,3,889.22,0.0
773,345,24,3,772.31,0.0
774,346,33,1,889.22,0.2
775,347,36,2,737.92,0.0
776,347,24,2,772.31,0.15
777,347,29,3,828.29,0.05
778,348,58,1,432.03,0.0
779,348,27,3,2117.33,0.05
780,348,43,3,488.15,0.05
781,349,62,3,57.48,0.0
782,349,54,1,563.51,0.05
783,350,47,3,265.05,0.15
784,350,12,1,1306.73,0.0
785,351,12,3,1306.73,0.05
786,351,16,1,2083.72,0.0
787,352,4,2,888.26,0.15
788,352,19,1,777.06,0.1
789,353,58,3,432.03,0.15
790,353,36,3,737.92,0.05
791,354,30,3,1285.27,0.0
792,354,37,1,858.94,0.15
793,354,45,2,212.68,0.0
794,354,55,3,902.48,0.0
795,354,7,1,1377.26,0.0
796,355,56,3,529.61,0.0
797,356,62,3,57.48,0.05
798,356,63,2,238.99,0.0
799,356,52,3,838.96,0.15
800,356,58,1,432.03,0.0
801,357,19,3,777.06,0.0
802,358,55,3,902.48,0.0
803,358,10,2,767.94,0.0
804,358,30,1,1285.27,0.0
805,358,60,1,32.21,0.05
806,359,37,1,858.94,0.05
807,359,53,3,930.36,0.15
808,360,38,1,388.12,0.05
809,360,56,3,529.61,0.05
810,360,55,2,902.48,0.0
811,360,9,3,1413.9,0.0
812,361,4,2,888.26,0.2
813,361,43,2,488.15,0.1
814,362,70,2,154.12,0.1
815,362,28,1,862.43,0.0
816,362,10,3,767.94,0.0
817,363,17,2,791.03,0.0
818,363,69,1,159.6,0.2
819,364,21,2,2183.44,0.05
820,364,29,2,828.29,0.0
821,365,53,1,930.36,0.2
822,366,43,2,488.15,0.0
823,367,38,1,388.12,0.0
824,367,8,2,1443.84,0.0
825,368,19,2,777.06,0.1
826,369,42,3,415.72,0.1
827,369,62,3,57.48,0.05
828,370,48,2,778.9,0.0
829,370,4,1,888.26,0.1
830,370,50,1,118.49,0.0
831,371,5,1,386.74,0.1
832,371,4,3,888.26,0.0
833,372,45,1,212.68,0.0
834,372,26,2,1693.23,0.2
835,372,15,2,269.11,0.0
836,373,47,2,265.05,0.0
837,373,70,1,154.12,0.1
838,373,59,2,698.91,0.0
839,373,60,2,32.21,0.1
840,373,1,1,1223.71,0.0
841,374,8,3,1443.84,0.0
842,375,20,1,975.19,0.15
843,375,32,1,437.67,0.0
844,375,21,1,2183.44,0.0
845,376,35,3,1435.25,0.05
846,376,39,1,215.23,0.1
847,376,6,1,1049.63,0.0
848,377,63,1,238.99,0.0
849,377,47,2,265.05,0.0
850,378,70,1,154.12,0.05
851,378,38,1,388.12,0.0
852,378,44,1,187.21,0.0
853,378,12,3,1306.73,0.0
854,378,9,1,1413.9,0.0
855,379,3,3,1424.23,0.15
856,379,53,2,930.36,0.05
857,380,12,3,1306.73,0.1
