payment_id,order_id,payment_method,payment_status,amount,payment_date
115,92,debit_card,completed,1102.72,2025-04-13
116,93,paypal,completed,5596.66,2025-02-09
117,94,debit_card,completed,432.03,2025-08-14
118,95,apple_pay,completed,2484.87,2025-04-15
119,96,debit_card,refunded,756.96,2024-04-02
120,96,bank_transfer,refunded,419.34,2024-04-03
121,97,credit_card,completed,769.0,2025-07-21
122,98,debit_card,failed,4432.84,2024-10-10
123,99,bank_transfer,completed,32.21,2025-06-02
124,100,google_pay,failed,1919.4,2025-10-20
125,101,apple_pay,completed,2343.95,2024-04-25
126,102,google_pay,completed,6246.64,2025-02-02
127,103,apple_pay,completed,314.26,2025-03-24
128,104,apple_pay,completed,32.21,2025-05-12
129,105,credit_card,completed,6588.83,2025-12-29
130,106,credit_card,failed,5346.46,2025-10-25
131,107,credit_card,refunded,1446.68,2025-12-22
132,108,google_pay,completed,3334.04,2024-11-08
133,109,bank_transfer,completed,8644.9,2025-07-04
134,110,bank_transfer,completed,3332.1,2025-10-25
135,111,paypal,completed,12910.23,2025-11-22
136,112,paypal,completed,6403.56,2025-11-16
137,112,apple_pay,completed,2945.24,2025-11-16
138,113,bank_transfer,completed,3990.41,2023-08-02
139,114,apple_pay,completed,2194.82,2025-05-04
140,114,paypal,completed,2928.93,2025-05-05
141,115,credit_card,completed,1883.96,2025-12-12
142,116,debit_card,completed,1575.61,2023-03-22
143,116,paypal,completed,941.27,2023-03-23
144,117,apple_pay,completed,808.6,2025-12-27
145,117,apple_pay,completed,1582.25,2025-12-28
146,118,google_pay,completed,3487.57,2024-12-05
147,119,debit_card,completed,1722.0,2025-12-11
148,120,debit_card,completed,6152.01,2025-07-10
149,121,debit_card,failed,114.96,2025-04-21
150,122,credit_card,completed,365.89,2022-11-04
151,123,debit_card,failed,2706.04,2025-11-11
152,124,apple_pay,completed,374.93,2025-07-29
153,124,paypal,completed,163.29,2025-07-31
154,125,google_pay,refunded,889.22,2025-02-19
155,126,credit_card,pending,4655.51,2025-05-02
156,127,google_pay,failed,203.4,2024-11-07
157,127,apple_pay,failed,165.31,2024-11-07
158,128,apple_pay,completed,1662.51,2025-06-10
159,129,apple_pay,completed,1611.3,2025-12-31
160,129,credit_card,completed,1093.56,2026-01-01
161,130,apple_pay,completed,1655.28,2024-05-28
162,130,bank_transfer,completed,3350.4,2024-05-29
163,131,google_pay,failed,292.83,2024-08-04
164,132,credit_card,completed,3469.77,2025-12-09
165,133,google_pay,pending,8358.61,2024-10-01
166,134,apple_pay,pending,3444.85,2025-02-25
167,134,debit_card,pending,2827.66,2025-02-25
168,135,bank_transfer,pending,2686.41,2024-05-08
169,136,debit_card,completed,413.49,2023-01-26
170,137,paypal,refunded,169.51,2025-06-01
171,137,credit_card,refunded,389.96,2025-06-03
172,138,bank_transfer,completed,5626.04,2024-05-10
173,139,paypal,refunded,4723.9,2024-09-09
174,139,debit_card,refunded,2505.22,2024-09-10
175,140,bank_transfer,failed,2244.36,2024-09-10
176,140,bank_transfer,failed,4120.25,2024-09-12
177,141,debit_card,completed,1047.92,2025-06-29
178,142,google_pay,refunded,5886.36,2025-09-01
179,143,bank_transfer,refunded,727.27,2025-12-31
180,143,paypal,refunded,1112.03,2025-12-31
181,144,bank_transfer,pending,3271.37,2025-09-17
182,145,credit_card,failed,1299.46,2024-08-20
183,146,credit_card,completed,1776.52,2025-04-01
184,147,google_pay,completed,4571.61,2024-06-17
185,148,bank_transfer,completed,2188.63,2025-12-20
186,149,paypal,pending,3961.24,2023-11-15
187,150,google_pay,completed,767.94,2025-10-30
188,151,apple_pay,completed,1162.22,2025-03-15
189,152,debit_card,pending,12373.99,2025-11-08
190,153,google_pay,pending,3948.93,2024-03-11
191,154,debit_card,completed,3202.49,2025-12-17
192,155,debit_card,completed,1377.6,2025-10-26
193,156,credit_card,completed,6003.66,2024-06-20
194,157,bank_transfer,completed,11104.49,2025-02-03
195,158,paypal,completed,2393.05,2023-08-12
196,159,credit_card,completed,6899.29,2025-03-25
197,160,debit_card,completed,2693.29,2025-09-05
198,160,apple_pay,completed,1169.49,2025-09-05
199,161,credit_card,completed,6038.62,2025-05-13
200,162,paypal,completed,578.31,2025-10-22
201,163,paypal,completed,2079.66,2025-12-11
202,164,apple_pay,completed,10491.44,2022-08-03
203,165,google_pay,completed,2568.77,2025-07-14
204,165,debit_card,completed,2054.68,2025-07-15
205,166,bank_transfer,completed,5141.94,2025-11-24
206,167,bank_transfer,refunded,1131.12,2025-04-13
207,168,paypal,failed,1465.6,2023-12-17
208,168,google_pay,failed,907.49,2023-12-19
209,169,paypal,completed,1973.74,2024-10-19
210,169,debit_card,completed,3860.82,2024-10-19
211,170,credit_card,completed,703.26,2025-12-30
212,171,debit_card,completed,2892.23,2024-06-24
213,172,google_pay,completed,4526.05,2024-10-04
214,172,bank_transfer,completed,3065.94,2024-10-04
215,173,paypal,refunded,1055.99,2024-05-07
216,173,debit_card,refunded,784.21,2024-05-07
217,174,apple_pay,completed,3689.92,2025-04-24
218,175,bank_transfer,completed,1276.93,2025-02-24
219,176,credit_card,completed,1679.17,2023-08-05
220,177,google_pay,completed,3774.13,2024-03-27
221,178,bank_transfer,completed,331.11,2023-06-08
222,178,bank_transfer,completed,768.12,2023-06-09
223,179,debit_card,completed,927.42,2025-10-15
224,180,paypal,completed,826.56,2025-08-16
225,181,debit_card,completed,2597.58,2025-06-17
226,181,google_pay,completed,5415.8,2025-06-19
227,182,credit_card,completed,2421.26,2025-05-16
228,183,paypal,completed,218.91,2025-12-23
229,184,debit_card,completed,1108.44,2024-08-11
230,185,paypal,completed,3822.91,2025-09-13
231,186,credit_card,pending,2316.93,2023-07-09
232,187,debit_card,pending,10948.27,2025-06-29
233,188,debit_card,refunded,4667.11,2023-10-10
234,189,bank_transfer,failed,1908.9,2025-12-20
235,190,apple_pay,completed,2347.5,2024-12-26
236,191,bank_transfer,completed,1690.42,2025-03-21
237,191,credit_card,completed,3575.76,2025-03-22
238,192,paypal,pending,2103.38,2025-12-27
239,193,apple_pay,pending,319.92,2024-07-30
240,194,debit_card,completed,5374.98,2024-12-31
241,195,debit_card,completed,3163.5,2025-10-17
242,195,apple_pay,completed,1957.22,2025-10-19
243,196,bank_transfer,pending,1890.42,2025-03-04
244,197,debit_card,completed,3099.32,2023-05-22
245,198,debit_card,completed,2925.57,2025-07-16
246,199,credit_card,completed,1523.69,2025-04-08
247,199,debit_card,completed,1982.5,2025-04-10
248,200,apple_pay,completed,1557.8,2025-08-17
249,201,apple_pay,completed,2331.18,2024-03-09
250,202,bank_transfer,completed,3767.92,2025-01-24
251,203,google_pay,completed,1894.04,2024-07-12
252,204,credit_card,completed,5222.32,2025-11-15
253,205,paypal,completed,1722.49,2024-12-22
254,205,paypal,completed,2967.83,2024-12-22
255,206,paypal,completed,1776.52,2025-12-23
256,207,bank_transfer,completed,3197.24,2025-05-11
257,208,debit_card,completed,5200.88,2025-12-14
258,209,bank_transfer,completed,635.88,2025-12-21
259,209,paypal,completed,1476.95,2025-12-21
260,210,apple_pay,completed,305.7,2025-07-25
261,211,debit_card,completed,3580.93,2025-06-17
262,212,credit_card,completed,2257.79,2022-09-09
263,212,apple_pay,completed,1459.44,2022-09-11
264,213,paypal,completed,948.06,2023-08-24
265,213,credit_card,completed,1425.03,2023-08-25
266,214,paypal,completed,2111.03,2025-12-25
267,214,apple_pay,completed,1386.93,2025-12-27
268,215,apple_pay,completed,3909.98,2023-10-12
269,216,google_pay,completed,1339.0,2025-07-28
270,217,bank_transfer,completed,2700.62,2025-11-06
271,218,google_pay,completed,1184.8,2023-09-12
272,219,apple_pay,completed,334.79,2025-05-31
273,219,paypal,completed,215.27,2025-05-31
274,220,debit_card,completed,2934.67,2024-03-28
275,221,bank_transfer,completed,715.9,2023-11-25
276,221,google_pay,completed,1014.54,2023-11-26
277,222,apple_pay,completed,6124.05,2025-01-05
278,223,debit_card,pending,1070.67,2025-02-15
279,224,credit_card,completed,3102.42,2025-01-31
280,225,apple_pay,failed,1222.08,2024-08-30
281,226,apple_pay,completed,6905.37,2025-12-30
282,227,apple_pay,pending,1215.0,2023-11-17
283,228,credit_card,completed,2341.61,2025-05-16
284,228,apple_pay,completed,2256.33,2025-05-17
285,229,paypal,completed,3548.63,2026-01-01
286,230,google_pay,completed,6435.22,2024-06-16
287,231,apple_pay,completed,445.55,2025-07-17
288,231,credit_card,completed,542.73,2025-07-18
289,232,bank_transfer,completed,544.87,2025-11-28
290,232,credit_card,completed,437.23,2025-11-30
291,233,google_pay,completed,1695.56,2024-01-28
292,234,google_pay,completed,1193.48,2025-12-04
293,234,apple_pay,completed,764.77,2025-12-05
294,235,credit_card,pending,2887.68,2023-11-08
295,236,paypal,pending,1784.37,2025-01-08
296,237,google_pay,completed,486.46,2025-11-12
297,238,credit_card,completed,10305.48,2023-11-01
298,239,debit_card,pending,275.03,2025-12-02
299,240,apple_pay,completed,5096.58,2025-09-02
300,241,paypal,completed,5111.04,2023-10-16
301,242,debit_card,failed,6812.44,2024-03-28
302,243,paypal,completed,48.86,2025-05-17
303,244,apple_pay,completed,3659.89,2024-12-20
304,245,paypal,completed,3687.81,2025-08-22
305,246,google_pay,completed,7453.24,2025-11-13
306,247,debit_card,pending,6752.99,2023-06-29
307,248,google_pay,completed,3519.17,2025-08-01
308,249,paypal,completed,1138.95,2024-12-29
309,249,debit_card,completed,785.83,2024-12-30
310,250,debit_card,refunded,1992.38,2023-03-21
311,251,bank_transfer,completed,4338.22,2025-11-08
312,252,bank_transfer,completed,2861.05,2025-05-28
313,253,paypal,completed,2968.94,2025-07-29
314,254,apple_pay,completed,2074.02,2024-05-19
315,254,bank_transfer,completed,895.14,2024-05-21
316,255,google_pay,completed,3498.73,2025-10-14
317,256,bank_transfer,completed,218.91,2024-06-07
318,257,credit_card,completed,3295.55,2025-03-27
319,257,apple_pay,completed,2325.41,2025-03-27
320,258,debit_card,pending,5351.97,2025-10-28
321,259,bank_transfer,completed,1136.61,2025-10-31
322,259,credit_card,completed,2479.78,2025-11-02
323,260,credit_card,completed,655.45,2025-09-10
324,260,paypal,completed,384.7,2025-09-12
325,261,credit_card,completed,6867.2,2025-03-09
326,261,paypal,completed,2985.88,2025-03-09
327,262,paypal,completed,2025.85,2025-04-30
328,263,debit_card,completed,2149.03,2025-11-21
329,264,credit_card,completed,1464.82,2022-10-28
330,265,paypal,completed,4544.11,2025-10-10
331,266,paypal,completed,4465.35,2024-11-11
332,267,google_pay,completed,9485.15,2025-06-15
333,268,paypal,failed,5373.25,2025-11-07
334,269,debit_card,completed,176.67,2025-12-29
335,269,credit_card,completed,275.68,2025-12-29
336,270,bank_transfer,completed,6771.5,2023-12-16
337,271,google_pay,completed,464.35,2023-07-12
338,271,debit_card,completed,664.4,2023-07-12
339,272,credit_card,completed,1670.64,2025-05-31
340,272,bank_transfer,completed,3430.69,2025-06-02
341,273,google_pay,completed,2001.99,2024-07-23
342,274,debit_card,completed,2675.6,2025-12-20
343,274,bank_transfer,completed,2970.5,2025-12-20
344,275,paypal,completed,1454.86,2023-01-14
345,276,bank_transfer,completed,2674.48,2025-04-04
346,277,paypal,completed,3074.84,2024-12-26
347,278,debit_card,completed,113.38,2025-11-27
348,278,bank_transfer,completed,128.82,2025-11-27
349,279,paypal,completed,2645.73,2024-06-18
350,279,apple_pay,completed,3017.34,2024-06-20
351,280,debit_card,completed,5399.19,2025-04-05
352,281,bank_transfer,completed,2887.68,2025-08-07
353,282,debit_card,completed,3364.83,2023-02-28
354,282,apple_pay,completed,2052.79,2023-03-01
355,283,paypal,completed,8789.38,2024-03-09
356,284,apple_pay,completed,30.6,2025-06-14
357,285,google_pay,completed,4471.97,2025-08-24
358,286,paypal,completed,2095.98,2024-05-05
359,286,debit_card,completed,3205.85,2024-05-05
360,287,apple_pay,pending,1221.37,2025-08-15
361,288,apple_pay,completed,1180.67,2023-04-13
362,289,debit_card,completed,4081.56,2025-01-27
363,289,google_pay,completed,2391.4,2025-01-28
364,290,bank_transfer,completed,1597.55,2025-05-31
365,290,apple_pay,completed,1106.12,2025-06-01
366,291,debit_card,failed,4778.92,2025-11-01
367,292,debit_card,completed,415.72,2023-03-30
368,293,google_pay,completed,6474.49,2023-03-18
369,294,bank_transfer,completed,870.33,2025-10-10
370,295,bank_transfer,refunded,701.01,2024-11-23
371,296,debit_card,completed,5685.66,2025-02-06
372,297,apple_pay,completed,3577.51,2025-01-29
373,298,bank_transfer,refunded,6762.6,2025-04-23
374,299,credit_card,failed,1775.86,2023-04-17
375,300,bank_transfer,pending,5017.62,2025-03-23
376,301,paypal,completed,5081.59,2025-07-29
377,302,paypal,completed,5213.76,2024-01-16
378,302,google_pay,completed,2710.68,2024-01-17
379,303,debit_card,completed,1789.33,2024-08-13
380,304,paypal,failed,2773.12,2025-12-06
381,305,apple_pay,pending,257.94,2025-08-24
382,306,bank_transfer,completed,3325.24,2025-07-25
383,307,debit_card,pending,6095.28,2024-12-11
384,308,paypal,completed,2018.81,2025-09-07
385,309,debit_card,completed,3908.65,2025-06-16
386,310,apple_pay,completed,1560.15,2025-01-11
387,311,credit_card,completed,4246.56,2025-10-08
388,312,paypal,pending,1883.96,2025-01-14
389,313,google_pay,completed,2295.17,2025-08-09
390,313,paypal,completed,4046.51,2025-08-11
391,314,paypal,completed,2540.04,2022-07-28
392,314,bank_transfer,completed,3253.05,2022-07-30
393,315,paypal,completed,964.97,2024-09-02
394,315,google_pay,completed,458.88,2024-09-04
395,316,bank_transfer,refunded,2905.89,2025-06-28
396,316,apple_pay,refunded,1667.42,2025-06-28
397,317,apple_pay,failed,4469.74,2022-10-29
398,318,paypal,completed,2925.57,2023-01-07
399,319,paypal,pending,525.55,2025-12-13
400,320,google_pay,completed,454.61,2024-04-26
401,320,credit_card,completed,472.81,2024-04-26
402,321,credit_card,completed,2275.64,2025-09-05
403,322,debit_card,completed,1832.03,2025-08-05
404,322,google_pay,completed,1333.8,2025-08-07
405,323,google_pay,pending,2675.91,2025-11-12
406,324,debit_card,completed,945.89,2023-08-13
407,325,apple_pay,completed,687.15,2025-02-08
408,326,credit_card,completed,1006.15,2023-10-18
409,326,apple_pay,completed,1614.11,2023-10-20
410,327,bank_transfer,completed,2112.38,2024-03-23
411,328,paypal,completed,1561.84,2025-06-14
412,328,apple_pay,completed,2743.91,2025-06-14
413,329,bank_transfer,completed,921.19,2023-12-17
414,329,bank_transfer,completed,1912.81,2023-12-17
415,330,credit_card,completed,1089.96,2025-02-16
416,330,paypal,completed,2132.83,2025-02-18
417,331,apple_pay,pending,1830.76,2025-01-24
418,331,bank_transfer,pending,2771.13,2025-01-25
419,332,bank_transfer,completed,2940.29,2025-10-14
420,333,paypal,completed,1099.64,2025-03-17
421,334,paypal,failed,3634.86,2023-10-08
422,335,apple_pay,completed,1496.19,2023-12-23
423,335,credit_card,completed,1533.67,2023-12-23
424,336,paypal,completed,2862.29,2024-09-06
425,337,apple_pay,completed,4244.84,2025-08-20
426,338,debit_card,completed,727.36,2025-09-27
427,338,google_pay,completed,769.18,2025-09-27
428,339,apple_pay,completed,1538.84,2023-10-27
429,339,apple_pay,completed,1717.37,2023-10-29
430,340,credit_card,completed,4188.88,2025-09-17
431,341,debit_card,completed,141.6,2025-10-28
432,342,paypal,completed,6227.08,2024-10-20
433,343,google_pay,completed,4281.2,2025-11-13
434,344,paypal,pending,6640.91,2025-09-06
435,345,debit_card,completed,2316.93,2025-11-30
436,346,google_pay,completed,245.94,2022-07-29
437,346,credit_card,completed,465.44,2022-07-31
438,347,paypal,completed,5149.39,2024-01-24
439,348,credit_card,completed,5282.83,2025-10-18
440,348,debit_card,completed,2574.82,2025-10-18
441,349,bank_transfer,completed,707.77,2024-05-23
442,350,apple_pay,completed,1982.61,2023-08-21
443,351,apple_pay,completed,5807.9,2025-03-31
444,352,apple_pay,completed,2209.4,2024-10-31
445,353,paypal,completed,3204.75,2025-12-29
446,354,google_pay,completed,9095.97,2025-04-12
447,355,bank_transfer,completed,1588.83,2025-02-04
448,356,credit_card,completed,3213.18,2025-05-24
449,357,bank_transfer,completed,779.87,2025-12-22
450,357,debit_card,completed,1551.31,2025-12-22
451,358,bank_transfer,failed,5559.19,2025-09-07
452,359,debit_card,completed,3188.41,2025-05-14
453,360,bank_transfer,completed,7924.76,2025-09-05
454,361,paypal,completed,2299.89,2025-08-27
455,362,bank_transfer,completed,3443.67,2025-02-20
456,363,google_pay,completed,1709.74,2024-07-13
457,364,debit_card,completed,5805.12,2025-03-24
458,365,bank_transfer,completed,744.29,2024-12-14
459,366,google_pay,completed,976.3,2023-11-16
460,367,bank_transfer,refunded,3275.8,2024-09-25
461,368,google_pay,failed,1398.71,2024-02-09
462,369,debit_card,failed,1286.26,2025-11-01
463,370,google_pay,completed,2475.72,2025-03-03
464,371,debit_card,completed,3012.85,2025-01-01
465,372,bank_transfer,completed,3460.07,2025-08-19
466,373,apple_pay,completed,3348.32,2025-11-06
467,374,debit_card,completed,4331.52,2024-03-02
468,375,credit_card,failed,1888.59,2024-05-09
469,375,bank_transfer,failed,1561.43,2024-05-09
470,376,credit_card,completed,5333.8,2025-10-03
471,377,credit_card,completed,769.09,2025-12-30
472,378,credit_card,completed,6055.83,2025-08-30
473,379,bank_transfer,completed,5399.47,2025-05-18
474,380,credit_card,completed,6419.05,2025-02-21
475,380,google_pay,completed,2935.81,2025-02-21
476,381,google_pay,completed,4241.7,2024-10-08
477,382,debit_card,completed,4709.12,2025-10-21
478,383,bank_transfer,completed,6893.58,2025-04-20
479,384,debit_card,completed,2199.2,2025-05-27
480,385,credit_card,completed,3920.19,2025-09-25
481,386,debit_card,completed,2724.28,2025-04-20
482,387,google_pay,refunded,4521.01,2025-10-29
483,387,credit_card,refunded,3178.99,2025-10-31
484,388,credit_card,pending,1281.66,2025-06-23
485,389,apple_pay,completed,1744.03,2024-10-25
486,390,paypal,completed,927.8,2025-05-12
487,390,apple_pay,completed,767.76,2025-05-13
488,391,credit_card,pending,1427.95,2024-05-14
489,392,google_pay,completed,2726.98,2025-02-25
490,393,paypal,completed,3825.03,2025-07-17
491,394,apple_pay,completed,4148.54,2025-10-06
492,395,paypal,completed,1769.27,2025-07-28
493,396,bank_transfer,completed,5045.22,2025-11-25
494,397,bank_transfer,pending,3516.48,2024-02-07
495,397,google_pay,pending,2168.73,2024-02-08
496,398,paypal,failed,2188.63,2025-11-18
497,399,paypal,completed,78.14,2024-07-31
498,399,paypal,completed,124.01,2024-08-02
499,400,google_pay,completed,2050.11,2025-03-22
500,401,bank_transfer,completed,4370.3,2024-11-29
501,402,apple_pay,completed,2710.38,2024-06-24
502,403,debit_card,refunded,5853.38,2025-11-13
503,404,bank_transfer,failed,1022.09,2025-11-02
504,405,credit_card,completed,2254.44,2025-10-10
505,406,paypal,refunded,2335.58,2024-01-16
506,407,credit_card,completed,7542.04,2025-11-11
507,408,apple_pay,completed,986.79,2025-11-23
508,408,bank_transfer,completed,465.05,2025-11-23
509,409,bank_transfer,completed,5024.96,2025-08-27
510,410,paypal,completed,788.61,2025-06-24
511,410,credit_card,completed,1723.36,2025-06-26
512,411,debit_card,completed,2355.51,2024-07-20
513,412,credit_card,completed,1627.92,2024-03-21
514,413,credit_card,completed,4739.45,2025-10-08
515,414,paypal,refunded,776.24,2025-12-23
516,415,paypal,completed,377.85,2025-07-23
517,415,google_pay,completed,692.82,2025-07-23
518,416,debit_card,completed,2754.52,2024-10-24
519,417,google_pay,completed,7113.14,2025-05-25
520,418,credit_card,pending,7529.29,2025-08-01
521,419,debit_card,failed,777.65,2025-08-04
522,420,paypal,completed,6647.0,2025-11-30
523,421,debit_card,completed,5802.28,2025-05-20
524,422,paypal,completed,1049.63,2025-06-07
525,423,credit_card,completed,6351.99,2025-07-05
526,424,apple_pay,completed,3579.52,2023-06-02
527,425,debit_card,completed,1308.45,2025-05-28
528,426,apple_pay,failed,6849.46,2024-10-05
529,427,debit_card,completed,2923.44,2025-01-21
530,428,apple_pay,pending,681.12,2024-10-15
531,429,credit_card,completed,594.25,2025-12-09
532,429,debit_card,completed,336.11,2025-12-09
533,430,debit_card,failed,2641.47,2025-09-20
534,431,debit_card,pending,5015.13,2025-07-10
535,432,google_pay,completed,988.81,2024-12-21
536,432,google_pay,completed,1440.42,2024-12-22
537,433,apple_pay,completed,9155.34,2025-06-08
538,434,debit_card,completed,3890.74,2025-09-30
539,435,apple_pay,completed,3340.63,2025-02-05
540,436,bank_transfer,completed,791.03,2024-02-29
541,437,debit_card,completed,873.5,2025-06-05
542,438,apple_pay,completed,1139.3,2024-06-23
543,438,debit_card,completed,567.66,2024-06-24
544,439,credit_card,failed,2884.26,2025-12-23
545,440,bank_transfer,completed,2708.56,2024-02-14
546,441,google_pay,completed,2995.68,2023-09-02
547,442,credit_card,completed,181.64,2024-10-26
548,442,apple_pay,completed,329.67,2024-10-26
549,443,apple_pay,completed,3703.62,2025-08-29
550,443,google_pay,completed,1968.75,2025-08-30
551,444,bank_transfer,completed,1003.83,2025-06-12
552,444,google_pay,completed,1574.27,2025-06-12
553,445,debit_card,completed,2989.5,2024-04-23
554,446,google_pay,completed,3961.58,2025-08-16
555,447,debit_card,completed,452.48,2025-10-19
556,447,paypal,completed,473.95,2025-10-21
557,448,credit_card,completed,4207.66,2024-04-19
558,449,debit_card,completed,493.82,2025-10-19
559,450,credit_card,completed,2103.47,2025-10-19
560,451,debit_card,completed,2650.02,2024-11-05
561,452,debit_card,failed,5847.08,2025-08-24
562,453,debit_card,completed,3779.85,2025-08-23
563,454,debit_card,failed,2351.93,2024-09-25
564,455,credit_card,completed,1806.92,2024-11-19
565,456,google_pay,completed,2277.32,2025-04-21
566,457,apple_pay,refunded,3845.42,2025-11-01
567,458,debit_card,completed,671.55,2023-03-12
568,458,bank_transfer,completed,613.69,2023-03-13
569,459,bank_transfer,completed,3081.49,2025-05-18
570,460,apple_pay,completed,4148.78,2025-12-28
571,461,debit_card,completed,487.68,2025-07-17
572,462,bank_transfer,pending,2215.19,2023-01-17
573,462,google_pay,pending,1843.87,2023-01-19
574,463,paypal,completed,4320.83,2025-11-16
575,464,apple_pay,completed,10878.5,2025-02-12
576,465,paypal,completed,579.24,2024-02-05
577,465,google_pay,completed,1263.88,2024-02-06
